time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-27T16:19:27.180Z,38.5156667,-119.5305,4.61,2.84,md,28,53,0.02542,0.08,nc,nc73645525,2021-11-02T06:05:17.051Z,"4km W of Walker, CA",earthquake,0.2,0.29,0.195,72,reviewed,nc,nc
2021-10-27T15:52:48.837Z,44.3161,-115.1655,10,3,ml,,64,0.928,0.36,us,us7000fp76,2021-10-28T06:36:14.989Z,"21 km WNW of Stanley, Idaho",earthquake,3.9,2,0.043,72,reviewed,us,us
2021-10-27T15:34:46.040Z,18.018,-66.7428,15,2.93,md,23,137,0.1388,0.17,pr,pr2021300006,2021-10-27T16:25:37.116Z,"2 km E of Magas Arriba, Puerto Rico",earthquake,0.31,0.42,0.14,8,reviewed,pr,pr
2021-10-27T15:06:20.645Z,-37.5922,179.6383,10,4.4,mb,,151,1.058,0.79,us,us7000fp6t,2021-11-03T23:10:51.040Z,"185 km NE of Gisborne, New Zealand",earthquake,6.1,1.9,0.156,12,reviewed,us,us
2021-10-27T14:08:29.298Z,60.4077,-150.3567,34.7,2.6,ml,,,,0.82,ak,ak021dsdlylb,2021-11-02T07:46:00.040Z,"24 km ESE of Funny River, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-27T13:56:13.119Z,54.8229,-160.2157,35,3.7,mb,,165,0.362,0.42,us,us7000fp6h,2021-11-02T07:33:59.040Z,"59 km SSE of Sand Point, Alaska",earthquake,5,2,0.168,9,reviewed,us,us
2021-10-27T12:44:26.721Z,6.0272,125.9656,123.35,4.4,mb,,83,1.104,0.69,us,us7000fp6a,2021-10-27T13:01:56.040Z,"29 km ESE of Lamitan, Philippines",earthquake,7.8,6.6,0.1,29,reviewed,us,us
2021-10-27T11:50:05.076Z,54.118,-162.5166,38.2,3.7,mb,,172,0.907,0.59,us,us7000fp64,2021-10-27T12:04:35.040Z,"100 km SE of False Pass, Alaska",earthquake,8,16.7,0.159,10,reviewed,us,us
2021-10-27T11:33:07.060Z,44.4651,-115.2069,10,2.6,ml,,62,0.84,0.86,us,us7000fp62,2021-10-27T13:59:52.160Z,"southern Idaho",earthquake,1.7,2,0.059,38,reviewed,us,us
2021-10-27T11:02:39.070Z,18.0521,-67.0591,14,3.11,md,20,84,0.0681,0.16,pr,pr2021300004,2021-10-28T04:30:20.853Z,"0 km N of Lajas, Puerto Rico",earthquake,0.45,0.36,0.24,13,reviewed,pr,pr
2021-10-27T10:26:49.270Z,17.9396,-66.9621,13,2.86,md,19,218,0.0874,0.11,pr,pr2021300003,2021-10-27T11:11:35.931Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.62,0.29,0.15,6,reviewed,pr,pr
2021-10-27T10:21:40.917Z,38.1897,72.7544,125.06,4.2,mb,,65,1.489,0.57,us,us7000fp5m,2021-10-27T11:04:39.040Z,"106 km W of Murghob, Tajikistan",earthquake,7.6,10.1,0.187,8,reviewed,us,us
2021-10-27T09:46:52.350Z,19.1636666666667,-155.502,36.97,2.66,ml,56,109,,0.12,hv,hv72771072,2021-10-27T21:41:54.740Z,"4 km SSW of P?hala, Hawaii",earthquake,0.42,0.51,0.166991135455318,26,reviewed,hv,hv
2021-10-27T09:14:09.692Z,32.394104,-101.6326458,11.12691243,2.9,ml,16,59,0.1676273251,0.2,tx,tx2021vazr,2021-10-29T23:22:06.125Z,"16 km SSE of Ackerly, Texas",earthquake,1.235042362,1.29486021,0.1,9,reviewed,tx,tx
2021-10-27T09:01:20.963Z,-26.3623,28.4239,5,4.1,ml,,246,2.882,0.67,us,us7000fp5s,2021-10-29T12:46:23.179Z,"9 km NW of Nigel, South Africa",earthquake,9.1,2,0.115,10,reviewed,us,us
2021-10-27T08:30:36.554Z,-14.7335,168.2977,34.87,4.1,mb,,162,1.273,0.61,us,us7000fqs4,2021-11-03T08:05:31.040Z,"124 km SE of Sola, Vanuatu",earthquake,10.9,3.8,0.184,8,reviewed,us,us
2021-10-27T07:32:07.286Z,-24.6281,-179.9541,506.41,4.5,mb,,78,4.959,1.11,us,us7000fp4x,2021-10-27T07:48:53.040Z,"south of the Fiji Islands",earthquake,12,8.5,0.066,68,reviewed,us,us
2021-10-27T06:10:48.356Z,-33.1894,-179.2345,53.64,4.9,mb,,85,4.073,1.27,us,us7000fp4i,2021-10-27T06:48:46.040Z,"south of the Kermadec Islands",earthquake,9.8,7,0.09,54,reviewed,us,us
2021-10-27T05:50:44.170Z,-9.5795,124.9639,41.74,4.9,mb,,71,0.708,1.14,us,us7000fp4c,2021-10-27T06:40:03.040Z,"43 km SW of Suai, Timor Leste",earthquake,7,8.3,0.114,34,reviewed,us,us
2021-10-27T05:05:19.613Z,60.5248,-152.7492,111.8,2.6,ml,,,,0.47,ak,ak021ds88eb9,2021-10-27T05:19:43.185Z,"79 km W of Salamatof, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-27T04:24:59.080Z,17.9528,-67.0143,9,2.94,md,21,225,0.0342,0.1,pr,pr2021300001,2021-10-27T05:49:05.489Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.38,0.54,0.19,6,reviewed,pr,pr
2021-10-27T04:17:36.155Z,-8.975,110.9106,35,4.1,mb,,89,1.123,0.42,us,us7000fp3z,2021-10-28T01:07:30.656Z,"122 km S of Jatiroto, Indonesia",earthquake,5,2,0.185,8,reviewed,us,us
2021-10-27T04:01:41.709Z,59.4247,-153.3991,97.4,2.5,ml,,,,0.58,ak,ak021ds7m5g5,2021-10-28T00:58:33.040Z,"56 km SE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-27T03:39:51.233Z,60.4574,-152.0901,78.6,2.5,ml,,,,0.53,ak,ak021ds78vvi,2021-10-28T00:53:20.040Z,"44 km W of Kalifornsky, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-27T03:34:43.308Z,31.6974781,-104.1544168,7.596923828000001,2.9,ml,18,48,0.08401533031,0.3,tx,tx2021vaom,2021-10-29T23:22:29.214Z,"52 km W of Mentone, Texas",earthquake,1.344864752,1.346785423,0.1,8,reviewed,tx,tx
2021-10-27T02:51:35.683Z,53.9426,-163.074,32.05,3.6,mb,,161,0.937,0.46,us,us7000fqs3,2021-11-05T03:49:26.040Z,"103 km SSE of False Pass, Alaska",earthquake,4.8,7.3,0.177,8,reviewed,us,us
2021-10-27T02:42:31.671Z,57.8979,153.0993,10,5.3,mb,,58,2.075,0.52,us,us7000fp3l,2021-11-05T03:43:42.065Z,"214 km SSE of Ola, Russia",earthquake,7.1,1.8,0.042,194,reviewed,us,us
2021-10-27T01:41:01.530Z,63.1358,-150.5609,113.6,2.5,ml,,,,0.58,ak,ak021ds62c8h,2021-11-05T02:22:25.040Z,"72 km N of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-10-27T01:35:51.381Z,-17.9959,-178.6251,562.13,4.2,mb,,129,3.173,0.78,us,us7000fp3d,2021-11-05T02:13:19.040Z,"218 km E of Levuka, Fiji",earthquake,15.8,8.3,0.112,22,reviewed,us,us
2021-10-27T00:35:58.270Z,10.4691,41.519,10,4.4,mb,,127,1.677,1.05,us,us7000fqsq,2021-11-03T23:01:51.040Z,"101 km ENE of Gewan?, Ethiopia",earthquake,7.4,1.9,0.19,8,reviewed,us,us
2021-10-26T23:49:04.337Z,61.4204,-149.9904,10.5,2.6,ml,,,,0.94,ak,ak021dqvo93f,2021-10-27T18:25:27.786Z,"6 km N of Point MacKenzie, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-26T22:03:00.160Z,31.93084717,-102.3336271,8.387980143,3.6,ml,20,57,0.02232989098,0.2,tx,tx2021vado,2021-10-29T23:23:00.656Z,"9 km NNE of Odessa, Texas",earthquake,1.260345221,0.7318172557,0.2,11,reviewed,tx,tx
2021-10-26T21:54:36.808Z,31.92901611,-102.3314834,8.387980143,3.4,ml,24,44,0.02298349562,0.2,tx,tx2021vadh,2021-10-29T23:18:56.080Z,"9 km NNE of Odessa, Texas",earthquake,1.015571831,0.7181994646999998,0.1,13,reviewed,tx,tx
2021-10-26T20:55:53.020Z,34.0198333,-118.9645,15.38,2.57,ml,49,118,0.04751,0.23,ci,ci39842287,2021-11-01T19:55:54.040Z,"14km W of Malibu, CA",earthquake,0.41,0.43,0.123,22,reviewed,ci,ci
2021-10-26T20:50:56.357Z,60.849,-147.4853,17.8,2.8,ml,,,,0.69,ak,ak021dqtw9wh,2021-11-01T19:58:05.040Z,"43 km W of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-26T20:26:54.750Z,19.1946666666667,-155.230666666667,45,2.71,md,39,214,,0.16,hv,hv72770437,2021-10-26T21:47:58.270Z,"26 km E of P?hala, Hawaii",earthquake,0.75,0.49,0.147038542238917,14,reviewed,hv,hv
2021-10-26T20:25:09.670Z,19.182,-155.245333333333,46.64,2.58,md,38,217,,0.15,hv,hv72770432,2021-10-26T21:00:22.430Z,"24 km E of P?hala, Hawaii",earthquake,0.86,0.5,0.0655514244734936,16,reviewed,hv,hv
2021-10-26T19:47:08.380Z,35.941,-117.3195,1.61,2.67,ml,30,206,0.1533,0.12,ci,ci39842247,2021-11-01T20:00:32.040Z,"20km NNE of Trona, CA",earthquake,0.29,0.55,0.137,71,reviewed,ci,ci
2021-10-26T19:45:24.864Z,34.9711,23.2493,10,4.1,mb,,175,1.381,0.67,us,us7000fpu3,2021-11-01T19:52:00.040Z,"48 km SW of Palaióchora, Greece",earthquake,8.3,1.9,0.15,12,reviewed,us,us
2021-10-26T19:32:59.853Z,64.0772,-149.6048,137.5,2.5,ml,,,,0.5,ak,ak021dqt6zls,2021-10-27T17:07:22.040Z,"24 km WNW of Ferry, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-10-26T18:46:14.049Z,-28.6152,-177.4109,56.88,4.9,mb,,125,0.784,0.73,us,us7000fp0w,2021-10-27T15:59:45.040Z,"Kermadec Islands region",earthquake,10.1,5.6,0.074,60,reviewed,us,us
2021-10-26T18:38:51.800Z,38.7615013,-122.7089996,0.79,2.96,md,55,36,0.01011,0.1,nc,nc73645125,2021-10-27T16:00:58.040Z,"2km SW of Anderson Springs, CA",earthquake,0.17,0.25,0.16,33,automatic,nc,nc
2021-10-26T17:47:06.176Z,42.4309,84.0356,37.01,4.7,mb,,45,3.462,0.64,us,us7000fp09,2021-10-26T18:18:56.040Z,"121 km NE of Kuqa, China",earthquake,7.6,5.5,0.052,123,reviewed,us,us
2021-10-26T17:25:38.858Z,-3.3536,101.684,46.42,4.3,mb,,159,1.615,0.86,us,us7000fp04,2021-10-26T17:59:53.040Z,"81 km NW of Bengkulu, Indonesia",earthquake,7.9,8.2,0.1,30,reviewed,us,us
2021-10-26T16:40:11.784Z,37.1967,142.4328,31.88,4.5,mb,,109,3.449,0.84,us,us6000fxn5,2021-11-01T19:56:50.040Z,"130 km ESE of Namie, Japan",earthquake,8.6,6.4,0.205,9,reviewed,us,us
2021-10-26T16:27:55.146Z,37.2597,142.2418,22.51,4.9,mb,,91,3.31,0.4,us,us6000fxn4,2021-11-01T19:53:57.040Z,"112 km ESE of Namie, Japan",earthquake,7.5,4.2,0.04,199,reviewed,us,us
2021-10-26T16:25:33.055Z,28.4947,-17.8688,10,4.6,mb,,111,1.223,0.55,us,us7000fpu4,2021-11-01T19:50:48.040Z,"2 km W of Fuencaliente de la Palma, Spain",earthquake,7.4,1.8,0.142,17,reviewed,us,us
2021-10-26T15:28:08.820Z,36.1156667,-89.7428333,6.75,2.79,md,69,27,0.03334,0.13,nm,nm60361297,2021-10-27T04:11:07.042Z,"8 km ENE of Steele, Missouri",earthquake,0.16,0.45,0.09,50,reviewed,nm,nm
2021-10-26T15:02:54.716Z,-17.438,-178.7548,592.62,4.2,mb,,134,3.06,0.4,us,us7000fptv,2021-11-01T18:48:50.040Z,"216 km ENE of Levuka, Fiji",earthquake,18.7,12,0.118,20,reviewed,us,us
2021-10-26T14:59:17.096Z,-30.8461,-179.0942,208.7,4.3,mb,,147,1.878,0.64,us,us7000fptu,2021-11-01T18:35:31.040Z,"Kermadec Islands region",earthquake,10.7,7.4,0.137,15,reviewed,us,us
2021-10-26T14:32:25.110Z,66.4129,-162.4245,10,2.7,ml,,121,1.151,0.56,us,us6000fxm7,2021-10-26T15:29:34.040Z,"39 km NNE of Deering, Alaska",earthquake,2.8,1.9,0.059,38,reviewed,us,us
2021-10-26T14:20:48.520Z,-24.1771,-179.837,503.46,4.1,mb,,152,5.346,0.56,us,us7000fpu2,2021-11-01T18:22:50.040Z,"south of the Fiji Islands",earthquake,7.9,18.6,0.151,12,reviewed,us,us
2021-10-26T13:43:10.312Z,18.9616,121.2732,4.92,4.4,mb,,88,3.841,0.57,us,us7000fptt,2021-11-01T13:31:44.040Z,"Luzon, Philippines",earthquake,10.7,4.8,0.12,22,reviewed,us,us
2021-10-26T13:40:49.547Z,56.9817,-157.73,99.29,2.7,ml,,153,0.872,0.26,us,us6000fxlr,2021-10-26T14:00:10.040Z,"54 km E of Port Heiden, Alaska",earthquake,6.2,17.3,0.06,36,reviewed,us,us
2021-10-26T13:11:28.267Z,-45.2564,166.5169,10,4.3,mb,,128,0.494,0.28,us,us6000fxlm,2021-10-26T14:09:12.040Z,"95 km W of Te Anau, New Zealand",earthquake,4,1.7,0.531,1,reviewed,us,us
2021-10-26T13:07:53.849Z,52.6549,159.2897,64.27,4.5,mb,,89,0.535,0.84,us,us6000fxln,2021-11-01T13:15:29.040Z,"63 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,8.4,6.2,0.081,48,reviewed,us,us
2021-10-26T12:57:07.884Z,13.7634,144.9338,121.28,4.1,mb,,96,0.184,0.45,us,us7000fptr,2021-11-02T10:31:32.040Z,"25 km N of Yigo Village, Guam",earthquake,12.1,4.9,0.092,35,reviewed,us,us
2021-10-26T12:24:42.810Z,19.1675,-155.494,31.93,2.53,ml,54,103,,0.11,hv,hv72770092,2021-10-27T06:26:00.040Z,"4 km SSW of P?hala, Hawaii",earthquake,0.41,0.53,0.193290162620715,21,reviewed,hv,hv
2021-10-26T11:32:40.460Z,17.9591,-67.0116,8,3.09,md,20,210,0.0342,0.11,pr,pr2021299008,2021-10-26T22:07:11.297Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.35,0.48,0.13,8,reviewed,pr,pr
2021-10-26T11:29:20.770Z,38.545,-119.5303333,4.33,2.68,ml,22,66,0.03024,0.09,nc,nc73644915,2021-10-27T11:26:11.549Z,"6km NW of Walker, CA",earthquake,0.31,0.37,0.256,34,reviewed,nc,nc
2021-10-26T10:29:59.835Z,36.8871,-82.9648,0,3.4,mb,,25,0.581,0.49,us,us6000fxkz,2021-11-02T09:52:06.040Z,"6 km WNW of Keokee, Virginia",mining explosion,2.3,0.9,0.219,5,reviewed,us,us
2021-10-26T10:22:03.478Z,-7.6443,119.8714,263.51,4.3,mb,,72,2.541,0.65,us,us6000fxky,2021-10-26T10:53:42.040Z,"Flores Sea",earthquake,8,7.5,0.087,37,reviewed,us,us
2021-10-26T10:02:30.413Z,2.2001,96.1543,31.64,4.3,mb,,179,1.676,0.49,us,us7000fptm,2021-11-02T12:23:58.040Z,"39 km SW of Sinabang, Indonesia",earthquake,7.8,6.6,0.107,26,reviewed,us,us
2021-10-26T09:46:07.390Z,1.4151,127.0752,128.38,4.8,mww,,66,0.702,0.6,us,us6000fxku,2021-10-28T16:38:04.040Z,"77 km NNW of Ternate, Indonesia",earthquake,7.2,4.8,0.098,10,reviewed,us,us
2021-10-26T09:38:42.390Z,18.8846666666667,-155.517166666667,35.69,2.73,ml,51,260,,0.12,hv,hv72769927,2021-10-27T07:35:35.040Z,"21 km SSE of Naalehu, Hawaii",earthquake,0.54,0.79,0.178045288421668,12,reviewed,hv,hv
2021-10-26T09:16:42.610Z,19.3871,-64.8796,34,3.62,md,14,297,1.1523,0.23,pr,pr2021299007,2021-10-27T07:18:22.040Z,"115 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.13,15.52,0.06,7,reviewed,pr,pr
2021-10-26T08:54:20.762Z,-59.5964,-25.8001,17.33,4.9,mb,,60,7.901,0.53,us,us7000fptj,2021-11-02T08:57:24.040Z,"South Sandwich Islands region",earthquake,11.2,4.3,0.135,21,reviewed,us,us
2021-10-26T08:44:22.737Z,-59.3975,-25.0135,45.85,5,mb,,94,8.108,0.45,us,us6000fxka,2021-10-26T09:02:14.040Z,"South Sandwich Islands region",earthquake,12.5,10.1,0.095,35,reviewed,us,us
2021-10-26T08:01:15.330Z,17.975,-66.9338,8,2.53,md,10,192,0.1106,0.15,pr,pr2021299005,2021-10-26T08:19:02.579Z,"2 km SW of Fuig, Puerto Rico",earthquake,0.56,0.88,0.17,4,reviewed,pr,pr
2021-10-26T07:59:07.966Z,-15.4441,67.052,10,4.4,mb,,67,39.914,1.09,us,us7000fpts,2021-11-02T08:01:26.040Z,"Mid-Indian Ridge",earthquake,12.3,1.8,0.17,10,reviewed,us,us
2021-10-26T07:33:51.149Z,60.1077,-153.578,166,3,ml,,,,0.64,ak,ak021dqm1zhz,2021-10-26T09:15:00.040Z,"42 km ESE of Port Alsworth, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-26T07:08:41.690Z,34.0335,-116.9793333,20.39,2.53,ml,121,28,0.03591,0.18,ci,ci39842055,2021-10-26T18:34:04.279Z,"6km E of Yucaipa, CA",earthquake,0.11,0.28,0.15,135,reviewed,ci,ci
2021-10-26T07:05:50.631Z,55.8464,113.5363,10,4.5,mb,,84,7.194,1.13,us,us6000fxjz,2021-10-26T08:33:46.040Z,"34 km SSE of Severomuysk, Russia",earthquake,6.4,1.7,0.08,46,reviewed,us,us
2021-10-26T06:55:52.190Z,37.3844986,-121.7386703,6.21,2.81,md,61,33,0.0267,0.06,nc,nc73644810,2021-11-01T07:22:08.650Z,"8km ENE of Alum Rock, CA",earthquake,0.12,0.37,0.14,78,automatic,nc,nc
2021-10-26T06:35:19.250Z,19.1568336486816,-155.496673583984,33.8800010681152,2.57999992,md,50,124,,0.150000006,hv,hv72769787,2021-10-26T06:45:40.040Z,"5 km SSW of P?hala, Hawaii",earthquake,0.57,0.790000021,1.38999999,28,automatic,hv,hv
2021-10-26T06:03:47.100Z,18.4141,-67.9625,97,3.41,md,15,160,0.4306,0.35,pr,pr2021299004,2021-10-26T06:53:10.307Z,"50 km ESE of Punta Cana, Dominican Republic",earthquake,2.38,1.61,0.19,11,reviewed,pr,pr
2021-10-26T05:51:11.249Z,7.5211,126.6716,70.3,4.6,mb,,112,1.172,0.67,us,us6000fxjg,2021-10-26T06:12:43.657Z,"12 km NE of Baculin, Philippines",earthquake,9.4,7.7,0.057,92,reviewed,us,us
2021-10-26T05:48:42.579Z,-58.3582,-14.8668,10,5.9,mww,,34,12.655,0.71,us,us6000fxjf,2021-10-26T19:43:59.040Z,"",earthquake,9.9,1.7,0.083,14,reviewed,us,us
2021-10-26T05:38:19.990Z,26.3634,140.6841,488.59,4.2,mb,,93,1.527,0.58,us,us6000fxje,2021-10-26T05:57:52.040Z,"Bonin Islands, Japan region",earthquake,6.4,8.1,0.043,152,reviewed,us,us
2021-10-26T05:15:55.778Z,15.892,145.9252,154.12,4.2,mb,,80,15.109,0.34,us,us7000fpte,2021-11-01T07:15:12.040Z,"77 km NNE of Saipan, Northern Mariana Islands",earthquake,7.5,8.4,0.092,33,reviewed,us,us
2021-10-26T04:53:44.150Z,17.9596,-67.011,9,2.55,md,7,211,0.0346,0.1,pr,pr2021299003,2021-10-26T05:32:06.500Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.57,0.8,0.02,4,reviewed,pr,pr
2021-10-26T04:38:49.060Z,36.021,-117.777,1.81,2.68,ml,34,40,0.0104,0.13,ci,ci39842031,2021-10-28T00:14:46.040Z,"15km NE of Little Lake, CA",earthquake,0.12,0.14,0.169,68,reviewed,ci,ci
2021-10-26T04:32:44.530Z,-3.8344,-103.1302,10,4.8,mb,,146,21.733,0.68,us,us6000fxkc,2021-10-28T00:39:05.040Z,"central East Pacific Rise",earthquake,12.1,1.8,0.116,25,reviewed,us,us
2021-10-26T04:10:14.180Z,17.9578,-67.0158,8,3.02,md,22,196,0.0307,0.15,pr,pr2021299002,2021-10-28T00:11:01.040Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.37,0.53,0.23,13,reviewed,pr,pr
2021-10-26T03:57:38.080Z,17.9453,-66.9633,13,2.9,md,18,214,0.0844,0.22,pr,pr2021299001,2021-10-26T04:16:20.189Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.77,0.31,0.28,11,reviewed,pr,pr
2021-10-26T03:35:42.518Z,-32.8027,-70.6713,89.89,4.7,mwr,,62,0.108,0.51,us,us6000fxix,2021-10-27T23:09:19.421Z,"7 km WNW of Los Andes, Chile",earthquake,3.9,3.6,,,reviewed,us,guc
2021-10-26T01:28:20.269Z,38.132,-117.979,11.2,2.8,ml,15,77.03,0.017,0.1069,nn,nn00826610,2021-10-27T02:39:13.018Z,"30 km SSE of Mina, Nevada",earthquake,,0.9,0.43,9,reviewed,nn,nn
2021-10-26T00:32:08.893Z,33.2123,76.8049,10,4.6,mb,,53,2.989,0.77,us,us6000fxih,2021-10-31T21:56:26.813Z,"29 km SSW of Padam, India",earthquake,7.4,1.9,0.058,89,reviewed,us,us
2021-10-26T00:22:00.670Z,18.0181,-66.8761,16,2.72,md,18,153,0.175,0.28,pr,pr2021299000,2021-10-26T00:36:58.190Z,"0 km NNW of Palomas, Puerto Rico",earthquake,0.52,0.68,0.3,12,reviewed,pr,pr
2021-10-25T23:49:36.100Z,35.7688333,-121.3038333,6.46,3.53,ml,103,178,0.2105,0.09,nc,nc73644635,2021-10-29T04:22:55.682Z,"17km NW of San Simeon, CA",earthquake,0.17,0.56,0.125,134,reviewed,nc,nc
2021-10-25T23:42:35.860Z,35.7758333,-121.3043333,7.79,4.65,mw,67,172,0.2092,0.07,nc,nc73644630,2021-10-30T02:11:09.421Z,"18km NW of San Simeon, CA",earthquake,0.28,1.25,,4,reviewed,nc,nc
2021-10-25T23:39:22.236Z,49.834,155.7368,72.25,4.8,mb,,131,3.5,0.71,us,us6000fxid,2021-10-31T21:37:43.040Z,"97 km SSW of Severo-Kuril’sk, Russia",earthquake,9.7,6.3,0.044,160,reviewed,us,us
2021-10-25T23:37:57.055Z,32.77862549,-100.6637052,1.393920898,2.7,ml,12,60,0.1234095656,0.1,tx,tx2021uylf,2021-10-26T21:09:11.247Z,"18 km NNE of Hermleigh, Texas",earthquake,0.9840242168,2.631760636,0.1,8,reviewed,tx,tx
2021-10-25T23:29:53.020Z,58.6122,-137.6811,5.8,2.8,ml,,,,1.05,ak,ak021dp80pxg,2021-10-29T04:00:46.040Z,"91 km WNW of Elfin Cove, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-10-25T22:27:05.710Z,18.8386666666667,-155.522833333333,35.73,2.61,md,44,277,,0.11,hv,hv72769472,2021-10-27T23:52:46.040Z,"26 km SSE of Naalehu, Hawaii",earthquake,0.56,0.9,0.163094645936092,21,reviewed,hv,hv
2021-10-25T22:17:32.490Z,38.5453333,-119.5311667,4.18,2.86,ml,17,71,0.02995,0.08,nc,nc73644595,2021-10-27T23:49:44.040Z,"6km NW of Walker, CA",earthquake,0.27,0.35,0.317,23,reviewed,nc,nc
2021-10-25T22:17:18.670Z,38.5443333,-119.5298333,4.64,2.78,ml,19,66,0.03014,0.09,nc,nc73644600,2021-10-27T23:45:52.040Z,"6km NW of Walker, CA",earthquake,0.29,0.34,0.244,20,reviewed,nc,nc
2021-10-25T22:05:11.771Z,-3.2153,140.9429,34.98,5.2,mww,,24,0.735,0.91,us,us6000fxhi,2021-11-02T04:35:02.040Z,"71 km SW of Vanimo, Papua New Guinea",earthquake,6.8,4.1,0.078,16,reviewed,us,us
2021-10-25T21:54:44.986Z,-17.7489,-178.5972,586.15,4.1,mb,,137,3.192,0.59,us,us7000fpsp,2021-11-02T04:32:09.040Z,"223 km E of Levuka, Fiji",earthquake,11.6,10.2,0.093,32,reviewed,us,us
2021-10-25T21:11:41.410Z,18.5525,-66.8496,110,3.28,md,17,208,0.227,0.33,pr,pr2021298013,2021-10-25T21:29:40.824Z,"7 km N of Camuy, Puerto Rico",earthquake,1.92,1.13,0.16,12,reviewed,pr,pr
2021-10-25T20:29:51.713Z,-35.3371,-15.2042,10,4.8,mb,,70,2.905,1.17,us,us7000fpsm,2021-11-01T20:37:56.040Z,"Tristan da Cunha region",earthquake,10.6,1.9,0.099,32,reviewed,us,us
2021-10-25T19:04:16.940Z,17.9428,-67.019,9,3.25,md,25,211,0.0367,0.18,pr,pr2021298012,2021-11-01T21:03:26.040Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.46,0.64,0.17,22,reviewed,pr,pr
2021-10-25T17:52:47.640Z,38.2301667,-112.6911667,0.55,3.02,ml,24,66,0.06136,0.13,uu,uu60464942,2021-11-01T21:05:46.040Z,"6 km SW of Beaver, Utah",earthquake,0.29,0.67,0.114,16,reviewed,uu,uu
2021-10-25T17:44:24.029Z,-8.7414,67.0509,10,4.6,mb,,128,20.934,0.65,us,us6000fxh2,2021-11-01T21:11:09.040Z,"Mid-Indian Ridge",earthquake,14.1,1.9,0.098,31,reviewed,us,us
2021-10-25T17:39:42.758Z,57.0729,-156.3827,91.3,3.1,ml,,,,0.72,ak,ak021dp4i8ox,2021-11-01T21:13:11.040Z,"78 km SE of Ugashik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-10-25T16:05:11.108Z,-24.1351,179.9919,524.61,4.7,mb,,88,5.436,0.66,us,us6000fxel,2021-10-31T19:52:23.040Z,"south of the Fiji Islands",earthquake,10.5,6.9,0.042,174,reviewed,us,us
2021-10-25T15:46:42.805Z,19.2989,144.4314,10,4.7,mb,,107,8.03,0.54,us,us7000fpsh,2021-10-31T19:44:45.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,12.7,1.9,0.115,26,reviewed,us,us
2021-10-25T15:32:18.030Z,19.347,144.6251,10,5.1,mb,,55,16.306,0.79,us,us6000fxej,2021-11-05T15:42:22.291Z,"Maug Islands region, Northern Mariana Islands",earthquake,11,1.8,0.057,105,reviewed,us,us
2021-10-25T14:47:20.837Z,36.9327,66.6992,18.88,4.4,mb,,146,3.054,1.13,us,us6000fxeb,2021-10-31T19:16:26.564Z,"14 km SW of Qarch? Gak, Afghanistan",earthquake,6.3,3.7,0.109,27,reviewed,us,us
2021-10-25T14:39:39.204Z,-32.6743,-71.9471,27.12,4.3,ml,,174,0.429,0.53,us,us6000fxe9,2021-10-26T13:20:14.096Z,"49 km NW of Valparaíso, Chile",earthquake,4.6,12.8,0.048,56,reviewed,us,us
2021-10-25T14:39:10.611Z,2.7926,95.399,10,4.6,mb,,151,2.63,0.53,us,us6000fxea,2021-10-31T19:13:04.040Z,"114 km WNW of Sinabang, Indonesia",earthquake,7.6,1.9,0.075,58,reviewed,us,us
2021-10-25T14:05:33.281Z,36.4917,70.2839,218.65,4,mb,,92,0.674,0.37,us,us6000fxe4,2021-10-31T19:16:40.917Z,"39 km ESE of Farkh?r, Afghanistan",earthquake,9,4.6,0.212,6,reviewed,us,us
2021-10-25T13:47:41.944Z,-6.6285,147.3544,35,4.3,mb,,76,4.555,0.75,us,us7000fpsg,2021-10-31T18:26:30.040Z,"40 km ENE of Lae, Papua New Guinea",earthquake,8.8,2,0.125,20,reviewed,us,us
2021-10-25T12:52:31.723Z,38.1366,23.8576,10,2.6,ml,,216,1.484,0.58,us,us6000fxgz,2021-10-26T07:17:14.878Z,"0 km NNW of Anoixi, Greece",earthquake,5,2,0.115,10,reviewed,us,us
