time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-21T04:06:38.850Z,17.9545,-66.813,12,2.55,md,17,194,0.2248,0.13,pr,pr2021294000,2021-10-21T04:56:25.897Z,"4 km S of Indios, Puerto Rico",earthquake,0.59,0.38,0.21,3,reviewed,pr,pr
2021-10-21T03:37:20.210Z,-16.8559,-172.7038,10,4.8,mb,,90,3.062,0.73,us,us6000fwbv,2021-10-22T01:47:51.799Z,"153 km SE of Hihifo, Tonga",earthquake,13.3,1.9,0.131,18,reviewed,us,us
2021-10-21T03:31:03.710Z,55.448,-131.3201,9.6,2.5,ml,,,,0.68,ak,ak021di9yzhf,2021-10-22T22:36:55.327Z,"22 km NE of Saxman, Alaska",earthquake,,1,,,reviewed,ak,ak
2021-10-21T03:23:21.952Z,52.5548,-115.2731,10,4.3,mb,,61,1.344,0.82,us,us6000fwbp,2021-11-03T16:04:07.040Z,"31 km NW of Rocky Mountain House, Canada",earthquake,5.1,1.9,0.045,137,reviewed,us,us
2021-10-21T02:38:50.192Z,42.5358,-111.1792,5,3.4,ml,,51,0.236,0.76,us,us6000fwbi,2021-10-22T00:26:52.688Z,"16 km ENE of Georgetown, Idaho",earthquake,1.7,1.8,0.03,142,reviewed,us,us
2021-10-21T02:25:59.215Z,42.5175,-111.186,5,2.9,ml,,50,0.255,0.84,us,us6000fwbh,2021-10-21T23:56:17.535Z,"15 km ENE of Georgetown, Idaho",earthquake,1.5,1.6,0.036,99,reviewed,us,us
2021-10-21T00:12:24.081Z,43.8144,84.2395,10,4.6,mb,,69,3.281,0.41,us,us6000fwas,2021-10-31T03:38:15.040Z,"90 km ENE of Xinyuan, China",earthquake,3.8,1.9,0.083,43,reviewed,us,us
2021-10-20T23:34:08.690Z,79.5464,1.7025,10,4.3,mb,,119,2.023,1.01,us,us6000fxfg,2021-10-31T03:43:07.040Z,"Greenland Sea",earthquake,11,2,0.169,10,reviewed,us,us
2021-10-20T23:27:35.156Z,-37.8243,-179.8554,10,4.1,mb,,259,1.481,1.02,us,us6000fxff,2021-10-31T00:28:51.040Z,"208 km ENE of Gisborne, New Zealand",earthquake,8.6,2,0.262,4,reviewed,us,us
2021-10-20T21:48:46.234Z,18.5561,120.9474,42.43,4.3,mb,,114,4.241,0.64,us,us6000fw9s,2021-10-31T00:18:53.791Z,"15 km WSW of Claveria, Philippines",earthquake,9.7,8.8,0.109,24,reviewed,us,us
2021-10-20T19:37:45.310Z,18.2118,-68.4573,66,3.6,md,23,168,0.3115,0.44,pr,pr2021293002,2021-10-25T15:54:07.040Z,"24 km SE of Boca de Yuma, Dominican Republic",earthquake,1.67,1.33,0.14,19,reviewed,pr,pr
2021-10-20T19:37:07.918Z,-57.7997,-25.368,35,4.9,mb,,47,7.154,0.85,us,us6000fw8f,2021-10-25T21:33:34.040Z,"South Sandwich Islands region",earthquake,9.5,1.9,0.087,42,reviewed,us,us
2021-10-20T19:28:27.807Z,66.2799,-149.8283,15,3,ml,,,,0.62,ak,ak021dgvxzdn,2021-10-25T16:31:17.040Z,"northern Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-20T19:27:05.940Z,40.5938333,-124.9261667,24.58,2.65,ml,28,248,0.464,0.15,nc,nc73642025,2021-10-27T03:16:12.515Z,"56km W of Ferndale, CA",earthquake,1.23,10.64,0.113,14,reviewed,nc,nc
2021-10-20T18:53:17.448Z,-7.9008,106.4551,35,4.5,mb,,133,1.261,1.01,us,us6000fxfe,2021-10-25T21:46:30.040Z,"Java, Indonesia",earthquake,8.3,2,0.205,8,reviewed,us,us
2021-10-20T17:10:39.403Z,51.3337,-175.6366,59.6,2.9,ml,,,,0.79,ak,ak021dgunbfi,2021-10-21T18:20:40.365Z,"91 km SE of Adak, Alaska",earthquake,,23,,,reviewed,ak,ak
2021-10-20T17:10:33.741Z,53.4402,-176.0394,10,3.9,mb,,153,1.527,1.2,us,us6000fw9u,2021-10-26T14:47:18.040Z,"178 km NNE of Adak, Alaska",earthquake,7.3,2,0.121,18,reviewed,us,us
2021-10-20T15:05:47.709Z,38.6076,43.3512,10,4.4,mb,,48,0.373,1.13,us,us6000fw4a,2021-10-26T22:23:09.042Z,"12 km NNW of Van, Turkey",earthquake,4.5,1.9,0.083,42,reviewed,us,us
2021-10-20T14:59:06.703Z,38.6719,43.0894,10,4.2,mb,,48,0.36,0.8,us,us6000fw49,2021-10-27T12:47:02.040Z,"31 km NNW of Edremit, Turkey",earthquake,2.9,1.6,0.132,16,reviewed,us,us
2021-10-20T13:31:14.873Z,62.1287,-149.6741,37.1,3.4,ml,,,,0.74,ak,ak021dgsdztr,2021-10-27T08:58:08.040Z,"9 km ESE of Susitna North, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-10-20T13:05:49.328Z,-25.2013,178.5764,603.61,4.1,mb,,120,5.107,0.77,us,us6000fxf9,2021-10-27T09:07:09.040Z,"south of the Fiji Islands",earthquake,15.6,10.9,0.131,16,reviewed,us,us
2021-10-20T12:48:00.052Z,-4.1854,143.3668,139.91,4.3,mb,,86,4.525,0.55,us,us6000fw3v,2021-11-03T05:04:06.040Z,"60 km E of Ambunti, Papua New Guinea",earthquake,9.2,8.2,0.114,22,reviewed,us,us
2021-10-20T12:30:13.502Z,-5.4852,153.338,10,4.2,mb,,158,1.738,0.57,us,us6000fxf8,2021-11-03T04:59:18.040Z,"173 km SE of Kokopo, Papua New Guinea",earthquake,13.5,1.9,0.186,9,reviewed,us,us
2021-10-20T11:09:40.154Z,-20.1594,-177.6284,528.04,4,mb,,137,4.74,0.86,us,us6000fxf5,2021-11-03T04:51:05.040Z,"274 km WNW of Haveluloto, Tonga",earthquake,20.9,20,0.173,9,reviewed,us,us
2021-10-20T09:45:18.519Z,55.4061,-158.6639,27.23,2.9,ml,,171,0.784,0.53,us,us6000fw30,2021-11-03T04:46:56.040Z,"63 km SSE of Perryville, Alaska",earthquake,8.4,11.1,0.074,24,reviewed,us,us
2021-10-20T09:31:36.768Z,36.3213,69.808,129.91,4.3,mb,,103,1.012,0.85,us,us6000fw2x,2021-11-03T04:41:04.040Z,"28 km S of Farkh?r, Afghanistan",earthquake,5.9,9.6,0.168,10,reviewed,us,us
2021-10-20T09:21:11.505Z,-8.2559,116.7938,10,4.8,mb,,42,2.622,0.8,us,us6000fw2t,2021-10-30T12:41:14.769Z,"30 km NNE of Labuan Lombok, Indonesia",earthquake,7.3,1.9,0.109,26,reviewed,us,us
2021-10-20T08:57:15.880Z,36.6708333,-121.3173333,6.52,3.73,mw,104,37,0.05807,0.32,nc,nc73641850,2021-10-26T00:13:00.949Z,"13km S of Tres Pinos, CA",earthquake,0.22,0.76,,4,reviewed,nc,nc
2021-10-20T08:52:50.670Z,36.6796667,-121.3088333,5.24,2.73,md,57,65,0.04744,0.1,nc,nc73641845,2021-10-26T21:19:13.644Z,"12km S of Tres Pinos, CA",earthquake,0.17,0.74,0.221,67,reviewed,nc,nc
2021-10-20T08:04:19.987Z,67.1497,-141.875,0,2.6,ml,,,,0.94,ak,ak021dgp91xq,2021-10-21T07:27:37.040Z,"97 km ENE of Chalkyitsik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-10-20T08:03:26.433Z,31.66177696,-104.342308,6.131567383,2.9,ml,40,60,0.1177805132,0.3,tx,tx2021uocw,2021-10-22T14:13:35.217Z,"57 km S of Whites City, New Mexico",earthquake,0.8048841946,1.036673034,0.1,24,reviewed,tx,tx
2021-10-20T07:25:52.320Z,44.1948,-115.108,10.87,3.1,ml,,43,0.807,0.77,us,us6000fw26,2021-10-21T03:32:03.027Z,"13 km W of Stanley, Idaho",earthquake,1.7,10.4,0.049,54,reviewed,us,us
2021-10-20T07:09:00.768Z,56.3566,-156.6204,18,2.6,ml,,,,0.28,ak,ak021dgoonfg,2021-10-21T06:24:03.040Z,"110 km E of Chignik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-10-20T07:05:32.200Z,18.0288,-66.7865,14,2.66,md,12,122,0.1808,0.11,pr,pr2021293001,2021-10-20T13:30:06.997Z,"1 km NNE of Guayanilla, Puerto Rico",earthquake,0.41,0.46,0.22,7,reviewed,pr,pr
2021-10-20T06:38:29.655Z,-11.8553,166.8466,205.22,5.1,mb,,48,3.587,0.78,us,us6000fw20,2021-10-20T06:59:14.383Z,"169 km SE of Lata, Solomon Islands",earthquake,9.3,7.1,0.042,188,reviewed,us,us
2021-10-20T06:10:51.668Z,-2.3171,139.2108,43.93,4.9,mb,,124,6.98,1.12,us,us6000fw1u,2021-10-20T06:31:43.040Z,"161 km W of Abepura, Indonesia",earthquake,7.8,8.2,0.073,60,reviewed,us,us
2021-10-20T05:47:26.823Z,-10.7892,162.0651,74.1,4.6,mb,,97,2.479,0.66,us,us6000fxf2,2021-10-27T05:26:45.040Z,"40 km SSE of Kirakira, Solomon Islands",earthquake,6.9,9,0.119,21,reviewed,us,us
2021-10-20T05:20:51.670Z,38.7928333,-122.816,3.41,2.73,md,79,37,0.01106,0.06,nc,nc73641755,2021-10-27T05:13:05.040Z,"5km WNW of The Geysers, CA",earthquake,0.09,0.15,0.153,45,reviewed,nc,nc
2021-10-20T04:45:41.855Z,43.2441,45.5995,10,4.8,mb,,71,2.232,0.37,us,us6000fw1d,2021-10-21T22:26:24.155Z,"2 km ENE of Alkhan-Yurt, Russia",earthquake,6,1.5,0.062,81,reviewed,us,us
2021-10-20T04:05:04.280Z,38.7878333,-122.7601667,1.51,3.13,ml,95,47,0.01278,0.08,nc,nc73641685,2021-10-25T20:52:12.226Z,"1km NNW of The Geysers, CA",earthquake,0.1,0.18,0.224,106,reviewed,nc,nc
2021-10-20T03:28:34.505Z,21.8424,144.4228,88.43,4.8,mb,,30,5.613,0.42,us,us6000fw12,2021-10-21T21:51:33.040Z,"Mariana Islands region",earthquake,11.1,5.4,0.049,127,reviewed,us,us
2021-10-20T02:44:05.021Z,35.0575,25.2573,11.01,4.4,mb,,59,0.378,0.61,us,us6000fw0x,2021-10-31T00:09:25.738Z,"9 km S of Arkalochóri, Greece",earthquake,5.4,3.4,0.078,47,reviewed,us,us
2021-10-20T01:21:28.319Z,-45.652,-77.6608,10,4.2,mb,,249,3.852,0.58,us,us6000fw0p,2021-10-30T23:41:50.040Z,"Off the coast of Aisen, Chile",earthquake,11.2,2,0.265,4,reviewed,us,us
2021-10-20T01:15:34.830Z,36.2158333,-117.8601667,4.9,2.89,ml,38,52,0.09815,0.14,ci,ci39837919,2021-10-30T23:38:33.040Z,"15km ESE of Olancha, CA",earthquake,0.16,0.73,0.182,82,reviewed,ci,ci
2021-10-20T01:02:53.956Z,-58.4507,-23.8711,10,4.8,mb,,78,8.15,0.65,us,us6000fxex,2021-10-30T23:36:43.040Z,"South Sandwich Islands region",earthquake,10.9,1.8,0.096,34,reviewed,us,us
2021-10-20T00:18:08.890Z,38.0613333,-118.7415,8.68,2.55,md,46,66,0.266,0.06,nc,nc73641610,2021-10-27T23:34:24.040Z,"29km SE of Bodie, CA",earthquake,0.23,1.42,0.167,49,reviewed,nc,nc
2021-10-19T23:32:18.192Z,31.71298043,-104.0153025,7.725463867,2.8,ml,25,61,0.02330354293,0.2,tx,tx2021unlz,2021-10-26T05:20:04.040Z,"39 km W of Mentone, Texas",earthquake,0.7498638028,0.5466221316,0.2,18,reviewed,tx,tx
2021-10-19T23:30:05.962Z,50.2508,178.7926,10,4.9,mb,,128,1.713,0.84,us,us6000fw0b,2021-10-20T14:03:27.742Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5.2,1.2,0.033,281,reviewed,us,us
2021-10-19T23:18:14.027Z,56.8273,-155.8092,5.2,2.7,ml,,,,0.57,ak,ak021dfaq745,2021-10-20T18:35:23.040Z,"100 km W of Akhiok, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-10-19T22:28:42.380Z,19.438,-67.0681,11,2.98,md,7,238,0.9715,0.49,pr,pr2021292010,2021-10-19T22:43:25.223Z,"103 km N of Isabela, Puerto Rico",earthquake,3.03,5.53,0.21,5,reviewed,pr,pr
2021-10-19T22:20:53.881Z,28.2915,142.8557,10,4.3,mb,,210,1.331,0.75,us,us6000fwsb,2021-10-26T04:25:12.040Z,"Bonin Islands, Japan region",earthquake,7.7,2,0.187,8,reviewed,us,us
2021-10-19T22:12:24.661Z,10.9441,124.8208,10,4.5,mb,,136,3.921,0.68,us,us6000fw7m,2021-10-26T02:42:00.246Z,"1 km S of San Pedro, Philippines",earthquake,11.7,1.9,0.156,12,reviewed,us,us
2021-10-19T22:10:47.878Z,41.5049,143.0525,36.35,4.5,mb,,120,0.515,1.12,us,us6000fw02,2021-10-26T02:37:32.040Z,"108 km SSE of Shizunai-furukawach?, Japan",earthquake,3.5,6.1,0.085,41,reviewed,us,us
2021-10-19T22:09:26.339Z,31.71574552,-104.0131618,7.416967772999999,2.9,ml,26,70,0.02223075713,0.2,tx,tx2021unjg,2021-10-26T02:32:18.040Z,"39 km W of Mentone, Texas",earthquake,0.7425322756,0.5356660507,0.2,19,reviewed,tx,tx
2021-10-19T21:49:44.684Z,60.0688,-138.2379,3.08,3.4,ml,,119,0.842,0.52,us,us6000fvzr,2021-10-20T01:10:41.275Z,"86 km SSW of Haines Junction, Canada",earthquake,3.3,7.5,0.043,70,reviewed,us,us
2021-10-19T21:11:20.886Z,-46.8218,165.609,18.26,4.7,mb,,75,0.989,0.95,us,us6000fvzd,2021-10-26T02:27:04.040Z,"191 km WSW of Riverton, New Zealand",earthquake,7.5,3.6,0.108,26,reviewed,us,us
2021-10-19T20:25:53.901Z,56.284,-156.6201,16.7,2.9,ml,,,,0.45,ak,ak021df8zhgu,2021-10-19T22:13:25.040Z,"110 km E of Chignik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-10-19T19:53:26.476Z,8.1065,-83.2424,46.62,4.5,mb,,157,0.312,1.05,us,us6000fvyw,2021-10-20T01:34:36.012Z,"41 km W of Limones, Panama",earthquake,7.8,6.8,0.27,4,reviewed,us,us
2021-10-19T19:11:10.090Z,33.6611667,-116.7676667,13.84,2.78,ml,119,13,0.06691,0.19,ci,ci39837511,2021-10-23T03:13:14.924Z,"10km SSW of Idyllwild, CA",earthquake,0.1,0.2,0.213,21,reviewed,ci,ci
2021-10-19T18:37:55.689Z,-27.6881,-71.2506,17.09,4.2,mwr,,170,0.537,0.99,us,us6000fvyb,2021-10-19T19:26:41.497Z,"97 km WSW of Copiapó, Chile",earthquake,4.6,4.9,0.063,24,reviewed,us,us
2021-10-19T18:17:18.581Z,58.8598,-142.8806,10,4.3,mb,,158,1.299,0.31,us,us6000fvy5,2021-10-19T21:11:43.680Z,"195 km WSW of Yakutat, Alaska",earthquake,5.7,1.8,0.201,7,reviewed,us,us
2021-10-19T15:24:23.120Z,17.9525,-66.8116,12,3.11,md,17,172,0.2243,0.12,pr,pr2021292009,2021-10-19T17:19:40.309Z,"4 km S of Indios, Puerto Rico",earthquake,0.37,0.4,0.17,5,reviewed,pr,pr
2021-10-19T15:18:19.509Z,41.6475,142.7875,51.73,4.5,mb,,63,0.459,0.78,us,us6000fvvz,2021-10-25T18:29:24.295Z,"83 km SSE of Shizunai-furukawach?, Japan",earthquake,6.7,5.9,0.08,49,reviewed,us,us
2021-10-19T15:11:04.808Z,65.708,-144.4803,0,2.5,ml,,,,0.91,ak,ak021df5x7im,2021-10-19T16:06:55.040Z,"21 km NE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-10-19T15:06:51.210Z,17.8583,-66.8528,4,2.52,md,10,218,0.2213,0.16,pr,pr2021292008,2021-10-19T15:26:04.282Z,"13 km SSE of Maria Antonia, Puerto Rico",earthquake,0.78,0.79,0.06,5,reviewed,pr,pr
2021-10-19T14:56:27.202Z,49.7257,-123.6266,5,2.5,ml,,125,0.964,0.44,us,us6000fvvn,2021-10-20T17:02:08.867Z,"29 km NNE of Sechelt, Canada",earthquake,2.5,2,0.074,24,reviewed,us,us
2021-10-19T14:54:35.330Z,17.928,-66.8588,18,2.53,md,10,187,0.19,0.08,pr,pr2021292007,2021-10-19T15:25:49.338Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.48,0.36,0.14,4,reviewed,pr,pr
2021-10-19T14:43:08.525Z,-13.8257,166.5856,58.39,4.4,mb,,137,1.719,0.77,us,us6000fws4,2021-10-25T18:24:11.040Z,"104 km W of Sola, Vanuatu",earthquake,10.8,8.4,0.155,14,reviewed,us,us
2021-10-19T13:59:03.874Z,-8.862,158.4373,17.51,4.4,mb,,87,1.597,0.43,us,us6000fws3,2021-10-25T18:08:37.040Z,"149 km WSW of Buala, Solomon Islands",earthquake,9.4,5,0.117,24,reviewed,us,us
2021-10-19T13:14:12.539Z,59.8912,-153.3194,123.6,2.9,ml,,,,0.4,ak,ak021df4r01e,2021-10-19T13:28:02.760Z,"45 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-10-19T13:03:37.245Z,-4.0324,135.8205,16.2,4.3,mb,,58,3.732,0.66,us,us6000fws2,2021-10-25T14:44:51.040Z,"82 km SSE of Nabire, Indonesia",earthquake,8,4.5,0.137,15,reviewed,us,us
2021-10-19T12:47:41.000Z,18.0321,-66.8021,15,2.7,md,18,133,0.227,0.27,pr,pr2021292006,2021-10-19T17:45:28.719Z,"1 km NW of Guayanilla, Puerto Rico",earthquake,0.54,0.83,0.27,7,reviewed,pr,pr
2021-10-19T12:44:47.900Z,41.4511,142.9168,41.17,4.3,mb,,134,0.591,0.51,us,us6000fws7,2021-10-26T09:27:42.472Z,"108 km SSE of Shizunai-furukawach?, Japan",earthquake,6.8,8,0.111,25,reviewed,us,us
2021-10-19T12:36:38.091Z,41.558,142.8235,31.67,5.3,mww,,62,0.52,0.53,us,us6000fvv2,2021-10-28T14:30:56.199Z,"94 km SSE of Shizunai-furukawach?, Japan",earthquake,4.7,3.4,0.059,28,reviewed,us,us
2021-10-19T12:25:47.380Z,17.9391,-66.8466,12,2.6,ml,6,215,0.1999,0.07,pr,pr2021292004,2021-10-19T12:55:45.460Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.86,0.76,0,0,reviewed,pr,pr
2021-10-19T11:23:38.902Z,19.8706,-157.6435,15.4,3.2,ml,,236,1.393,0.42,us,us6000fvux,2021-10-26T11:55:16.040Z,"129 km SW of Lanai City, Hawaii",earthquake,4.7,7.3,0.071,26,reviewed,us,us
2021-10-19T11:21:03.275Z,53.3809,-165.0892,35,2.5,ml,,257,0.852,0.33,us,us6000fvw1,2021-10-25T08:04:29.040Z,"95 km SSE of Akutan, Alaska",earthquake,6.2,2,0.115,10,reviewed,us,us
2021-10-19T10:38:03.931Z,-58.802,-25.481,35,4.4,mb,,99,7.58,0.76,us,us6000fws5,2021-10-26T10:14:58.040Z,"South Sandwich Islands region",earthquake,10.7,1.9,0.13,17,reviewed,us,us
2021-10-19T10:28:45.829Z,-21.2434,-175.7779,10,5.6,mww,,75,6.779,0.98,us,us6000fvur,2021-10-20T13:24:23.962Z,"59 km W of Haveluloto, Tonga",earthquake,11.7,1.8,0.083,14,reviewed,us,us
2021-10-19T10:18:19.106Z,-15.185,-177.7085,393.02,4.1,mb,,102,0.959,0.42,us,us6000fvuq,2021-10-26T11:36:07.040Z,"105 km SSE of Alo, Wallis and Futuna",earthquake,11,5.7,0.096,33,reviewed,us,us
2021-10-19T08:43:01.928Z,-5.9856,150.686,68.82,4,mb,,98,2.311,0.28,us,us6000fws1,2021-10-26T06:06:02.040Z,"77 km SE of Kimbe, Papua New Guinea",earthquake,14.7,10.2,0.163,12,reviewed,us,us
2021-10-19T08:24:50.815Z,59.8247,-152.8917,97.5,2.5,ml,,,,0.51,ak,ak021df1u224,2021-10-20T08:24:10.040Z,"59 km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-10-19T08:06:28.149Z,62.6581,-149.5883,71.7,3.9,ml,,,,0.57,ak,ak021df1q5j1,2021-10-21T06:22:00.513Z,"35 km NE of Chase, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-10-19T08:01:23.590Z,18.7213,-65.1003,30,3.41,md,6,311,0.4522,0.26,pr,pr2021292003,2021-10-19T08:49:41.573Z,"45 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.63,7.8,0.01,3,reviewed,pr,pr
2021-10-19T07:40:34.990Z,19.2456,-67.2483,10,3.55,md,22,218,0.7901,0.5,pr,pr2021292002,2021-10-19T08:12:13.238Z,"84 km N of San Antonio, Puerto Rico",earthquake,1.92,3.51,0.13,12,reviewed,pr,pr
2021-10-19T07:00:35.149Z,44.8389,148.8466,72.58,4.3,mb,,135,4.533,0.48,us,us6000fwry,2021-10-26T05:38:15.040Z,"87 km ESE of Kuril’sk, Russia",earthquake,8.4,6.1,0.188,9,reviewed,us,us
2021-10-19T06:51:40.454Z,56.6934,-156.1376,6.8,2.5,ml,,,,0.61,ak,ak021df0sygt,2021-10-19T07:56:58.040Z,"118 km SE of Ugashik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-10-19T06:32:21.032Z,9.3291,-84.6284,10,4.6,mb,,150,0.84,0.51,us,us6000fvtt,2021-10-20T10:25:02.185Z,"31 km S of Jacó, Costa Rica",earthquake,5.3,1.9,0.043,162,reviewed,us,us
2021-10-19T05:32:32.668Z,34.5883,28.3882,41.53,5.9,mww,,25,1.388,0.52,us,us6000fvtm,2021-10-21T06:46:06.264Z,"147 km SE of Karpathos, Greece",earthquake,5.6,3.6,0.05,38,reviewed,us,us
2021-10-19T05:13:07.838Z,9.4901,-85.9802,12.86,4.4,mb,,139,0.758,0.55,us,us6000fvti,2021-10-19T11:44:44.733Z,"65 km SW of Sámara, Costa Rica",earthquake,4.7,4.2,0.061,77,reviewed,us,us
2021-10-19T04:52:59.356Z,47.7631,-69.8984,15.92,2.7,ml,,121,0.36,0.35,us,us6000fw1z,2021-10-25T21:24:39.040Z,"9 km S of Saint-Siméon, Canada",earthquake,2.7,7.6,0.069,28,reviewed,us,us
2021-10-19T02:22:35.900Z,19.1838,-66.5426,21,3.35,md,20,257,0.7068,0.42,pr,pr2021292001,2021-10-19T02:56:33.368Z,"80 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.38,26.66,0.08,18,reviewed,pr,pr
2021-10-19T02:17:00.701Z,56.2457,-149.3674,10,3.7,ml,,218,2.338,0.6,us,us6000fvvt,2021-10-19T23:49:43.040Z,"233 km SE of Chiniak, Alaska",earthquake,8.2,2,0.062,34,reviewed,us,us
2021-10-19T02:08:44.529Z,55.8203,-155.5201,15.5,3.4,ml,,,,0.72,ak,ak021dey60em,2021-10-19T22:57:55.040Z,"150 km SSW of Akhiok, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-10-19T01:42:28.910Z,-57.9499,-25.5233,35,4.7,mb,,88,7.144,0.86,us,us6000fvsf,2021-10-19T22:50:07.040Z,"South Sandwich Islands region",earthquake,11.6,2,0.12,21,reviewed,us,us
2021-10-19T01:12:37.040Z,19.2845,-65.0668,40,3.74,md,14,288,1.0005,0.2,pr,pr2021292000,2021-10-19T02:10:56.160Z,"105 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.88,9.54,0.09,11,reviewed,pr,pr
2021-10-19T01:02:45.215Z,57.5382,-154.267,35.9,2.8,ml,,,,0.45,ak,ak021dexjaoq,2021-10-19T02:23:24.040Z,"11 km ESE of Karluk, Alaska",earthquake,,2.5,,,automatic,ak,ak
2021-10-19T00:44:59.631Z,-19.7631,-178.0946,437.08,4.2,mb,,102,4.165,0.95,us,us6000fwrm,2021-10-24T01:58:38.040Z,"Fiji region",earthquake,13.5,10.2,0.11,23,reviewed,us,us
2021-10-19T00:44:09.237Z,22.5257,92.7906,35,4.8,mb,,121,0.756,0.73,us,us6000fwrl,2021-10-23T05:02:20.040Z,"19 km W of Saiha, India",earthquake,3.2,2,0.175,10,reviewed,us,us
2021-10-19T00:37:34.951Z,-3.6558,134.724,37.59,4.7,mb,,75,2.577,0.96,us,us6000fvs0,2021-10-19T01:02:34.040Z,"92 km WSW of Nabire, Indonesia",earthquake,9.1,7.2,0.085,42,reviewed,us,us
2021-10-19T00:16:23.087Z,-15.9984,-174.7998,264.63,4.3,mb,,177,3.58,0.37,us,us6000fvrv,2021-10-19T00:40:03.040Z,"107 km W of Hihifo, Tonga",earthquake,10.9,9.6,0.142,14,reviewed,us,us
2021-10-19T00:03:33.825Z,-31.6184,-72.0514,22.5,4.6,mb,,151,0.989,0.94,us,us6000fvrs,2021-10-19T22:56:42.575Z,"83 km W of Illapel, Chile",earthquake,2.9,5,0.114,23,reviewed,us,us
2021-10-18T23:58:07.930Z,18.224,-66.8398,12,3.24,md,25,79,0.1497,0.24,pr,pr2021291010,2021-10-19T04:26:31.270Z,"8 km SSE of Lares, Puerto Rico",earthquake,0.29,0.7,0.14,22,reviewed,pr,pr
2021-10-18T22:43:24.226Z,-10.9823,162.2775,40.46,4.7,mb,,66,2.759,0.71,us,us6000fwqt,2021-10-26T02:18:45.040Z,"70 km SE of Kirakira, Solomon Islands",earthquake,7.1,5.4,0.096,33,reviewed,us,us
2021-10-18T22:31:01.708Z,15.2115,-92.4875,91.61,4.2,mb,,158,1.116,0.95,us,us6000fvrc,2021-10-26T02:12:00.040Z,"8 km ENE of Lázaro Cárdenas, Mexico",earthquake,7.3,7.6,0.066,65,reviewed,us,us
2021-10-18T22:23:37.106Z,-45.6797,-77.0529,10,5.1,mww,,137,3.461,1.04,us,us6000fvra,2021-10-28T14:20:25.898Z,"Off the coast of Aisen, Chile",earthquake,9.2,1.9,0.065,23,reviewed,us,us
2021-10-18T22:21:32.032Z,10.1039,41.5128,10,4.5,mb,,121,1.93,0.74,us,us6000fwqs,2021-10-26T02:05:53.040Z,"68 km NW of Dire Dawa, Ethiopia",earthquake,9.9,2,0.192,8,reviewed,us,us
2021-10-18T22:11:35.620Z,19.2195,-155.409166666667,33.65,2.75,ml,51,144,,0.12,hv,hv72761562,2021-10-21T23:39:50.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.46,0.55,0.203747577609762,32,reviewed,hv,hv
2021-10-18T21:59:41.575Z,40.8185,-126.3132,10,3.2,ml,,270,1.541,0.5,us,us6000fvr2,2021-10-21T23:37:47.040Z,"175 km W of Ferndale, California",earthquake,4.1,2,0.045,64,reviewed,us,us
2021-10-18T21:28:26.682Z,-48.9786,-8.5069,10,4.9,mb,,73,22.919,0.85,us,us6000fwqr,2021-10-26T01:58:13.040Z,"southern Mid-Atlantic Ridge",earthquake,12.7,1.8,0.09,39,reviewed,us,us
2021-10-18T21:08:20.736Z,14.598,-93.7188,10,4.2,mb,,192,1.201,0.82,us,us6000fvqs,2021-11-02T23:18:02.040Z,"111 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,4.7,1.7,0.075,50,reviewed,us,us
2021-10-18T20:56:25.330Z,18.7206,-67.3548,17,3.23,md,17,188,0.3513,0.42,pr,pr2021291008,2021-10-18T21:16:03.986Z,"37 km NW of San Antonio, Puerto Rico",earthquake,1.34,1.69,0.17,13,reviewed,pr,pr
2021-10-18T19:47:15.157Z,-34.3652,-14.815,10,4.7,mb,,86,3.377,1.33,us,us6000fwqv,2021-10-22T20:49:58.040Z,"Tristan da Cunha region",earthquake,6.3,1.9,0.183,15,reviewed,us,us
2021-10-18T18:57:38.704Z,59.8447,-152.8363,97.6,2.5,ml,,,,0.53,ak,ak021ddkg3ck,2021-10-22T20:19:45.040Z,"56 km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
